,index,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,AgeHome,YrsSinceRemodel,Num_Bathrms_AbvGrd,Num_Bathrms_Bsmt,log_SalePrice,hasBsmt,hasGarage
45,45,46,120,RL,61.0,7658,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456,Unf,0,1296,1752,GasA,Ex,Y,SBrkr,1752,0,0,1752,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,576,TA,TA,Y,196,82,0,0,0,0,NoPool,NoFence,None,0,2,2010,WD,Normal,319900,5,5,2,1,12.675763725937609,Basement,Garage
46,46,47,50,RL,48.0,12822,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,0,83,1434,GasA,Ex,Y,SBrkr,1518,631,0,2149,1,1,Gd,6,Typ,1,Ex,Attchd,RFn,2,670,TA,TA,Y,168,43,0,0,198,0,NoPool,NoFence,None,0,8,2009,WD,Abnorml,239686,6,6,2,1,12.387085012375499,Basement,Garage
47,47,48,20,FV,84.0,11096,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1632,1656,GasA,Ex,Y,SBrkr,1656,0,0,1656,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,RFn,3,826,TA,TA,Y,0,146,0,0,0,0,NoPool,NoFence,None,0,7,2007,WD,Normal,249700,1,1,2,0,12.428015476267865,Basement,Garage
48,48,49,190,RM,33.0,4456,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,736,736,GasA,Gd,Y,SBrkr,736,716,0,1452,2,3,TA,8,Typ,0,NoFirePlace,None,None,0,0,None,None,N,0,0,102,0,0,0,NoPool,NoFence,None,0,6,2009,New,Partial,113000,89,1,2,0,11.635143097694478,Basement,NoGarage
49,49,50,20,RL,66.0,7742,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,0,192,955,GasA,Ex,Y,SBrkr,955,0,0,955,3,1,TA,6,Typ,0,NoFirePlace,Attchd,Unf,1,386,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,None,0,1,2007,WD,Normal,127000,41,41,1,1,11.751942365440728,Basement,Garage
50,50,51,60,RL,65.0,13869,Pave,NoAlley,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,0,612,794,GasA,Gd,Y,SBrkr,794,676,0,1470,3,1,TA,6,Typ,0,NoFirePlace,Attchd,Fin,2,388,TA,TA,Y,0,75,0,0,0,0,NoPool,NoFence,None,0,7,2007,WD,Normal,177000,10,10,2,1,12.083905011555967,Basement,Garage
51,51,52,50,RM,52.0,6240,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,816,0,360,1176,3,1,TA,6,Typ,1,Gd,Detchd,Unf,2,528,TA,TA,Y,112,0,0,0,0,0,NoPool,MnPrv,Shed,400,9,2006,WD,Normal,114500,72,56,1,0,11.648330101976432,Basement,Garage
52,52,53,90,RM,110.0,8472,Grvl,NoAlley,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,GasA,TA,N,SBrkr,816,0,0,816,2,1,TA,5,Typ,0,NoFirePlace,CarPort,Unf,2,516,TA,TA,Y,106,0,0,0,0,0,NoPool,NoFence,None,0,5,2010,WD,Normal,110000,47,47,1,1,11.608235644774552,Basement,Garage
53,54,55,80,RL,60.0,7134,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,1360,0,0,1360,3,1,TA,6,Min1,1,TA,Detchd,Unf,2,572,TA,TA,Y,0,50,0,0,0,0,NoPool,MnPrv,None,0,2,2007,WD,Normal,130000,52,52,1,0,11.77528972943772,Basement,Garage
54,55,56,20,RL,100.0,10175,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,GasA,Gd,Y,SBrkr,1425,0,0,1425,3,1,TA,7,Typ,1,Gd,Attchd,RFn,2,576,TA,TA,Y,0,0,0,407,0,0,NoPool,NoFence,None,0,7,2008,WD,Normal,180500,44,44,2,0,12.103486056755072,Basement,Garage
55,56,57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,983,756,0,1739,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,Fin,2,480,TA,TA,Y,115,0,0,0,0,0,NoPool,NoFence,None,0,8,2009,WD,Abnorml,172500,10,9,3,1,12.058152515453552,Basement,Garage
56,57,58,60,RL,89.0,11645,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,860,0,1720,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,RFn,2,565,TA,TA,Y,0,70,0,0,0,0,NoPool,NoFence,None,0,8,2006,WD,Normal,196500,2,2,3,0,12.188417710291453,Basement,Garage
57,58,59,60,RL,66.0,13682,Pave,NoAlley,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,0,2945,3,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3,641,TA,TA,Y,192,0,37,0,0,0,NoPool,NoFence,None,0,10,2006,New,Partial,438780,0,0,4,0,12.991753427493052,Basement,Garage
58,59,60,20,RL,60.0,7200,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,2,1,TA,4,Typ,0,NoFirePlace,Detchd,Unf,1,352,TA,TA,Y,196,0,0,0,0,0,NoPool,MnPrv,None,0,1,2008,WD,Normal,124900,36,36,1,0,11.73526869611367,Basement,Garage
59,60,61,20,RL,63.0,13072,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,3,1,Gd,5,Typ,0,NoFirePlace,Detchd,Unf,2,576,TA,TA,Y,0,50,0,0,0,0,NoPool,NoFence,None,0,5,2006,New,Partial,158000,2,2,2,1,11.970350312009105,Basement,Garage
60,61,62,75,RM,60.0,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,GasA,TA,N,SBrkr,581,530,0,1111,3,1,Fa,6,Typ,0,NoFirePlace,Detchd,Unf,1,288,TA,TA,N,0,0,144,0,0,0,NoPool,NoFence,None,0,3,2007,WD,Normal,101000,87,11,1,0,11.522875795823397,Basement,Garage
61,62,63,120,RL,44.0,6442,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,GasA,Ex,Y,SBrkr,1370,0,0,1370,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,484,TA,TA,Y,120,49,0,0,0,0,NoPool,NoFence,None,0,10,2007,WD,Normal,202500,1,1,2,0,12.218495165528731,Basement,Garage
62,63,64,70,RM,50.0,10300,Pave,NoAlley,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,902,808,0,1710,3,1,TA,9,Typ,0,NoFirePlace,Detchd,Unf,2,480,TA,TA,Y,12,11,64,0,0,0,NoPool,GdPrv,None,0,4,2010,WD,Normal,140000,89,60,2,0,11.84939770159144,Basement,Garage
63,64,65,60,RL,70.0,9375,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,GasA,Ex,Y,SBrkr,1057,977,0,2034,3,1,Gd,8,Typ,0,NoFirePlace,Attchd,RFn,2,645,TA,TA,Y,576,36,0,0,0,0,NoPool,GdPrv,None,0,2,2009,WD,Normal,219500,12,11,3,1,12.299107511497363,Basement,Garage
64,65,66,60,RL,76.0,9591,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,0,2473,4,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,3,852,TA,TA,Y,192,151,0,0,0,0,NoPool,NoFence,None,0,10,2007,WD,Normal,317000,3,2,3,0,12.666657052859417,Basement,Garage
65,66,67,20,RL,73.0,19900,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,GasA,TA,Y,SBrkr,2207,0,0,2207,3,1,TA,7,Min1,1,Gd,Attchd,RFn,2,576,TA,TA,Y,301,0,0,0,0,0,NoPool,NoFence,None,0,7,2010,WD,Normal,180000,40,21,2,1,12.100712129872347,Basement,Garage
66,67,68,20,RL,72.0,10665,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,Ex,Y,SBrkr,1479,0,0,1479,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,RFn,2,558,TA,TA,Y,144,29,0,0,0,0,NoPool,NoFence,None,0,6,2007,WD,Normal,226000,4,4,2,1,12.328290278254423,Basement,Garage
67,68,69,30,RM,47.0,4608,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,GasA,TA,Y,SBrkr,747,0,0,747,2,1,TA,4,Typ,0,NoFirePlace,Attchd,Unf,1,220,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,6,2010,WD,Normal,80000,65,60,1,0,11.289781913656018,Basement,Garage
68,69,70,50,RL,81.0,15593,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,GasW,TA,Y,SBrkr,1304,983,0,2287,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,667,TA,TA,Y,0,21,114,0,0,0,NoPool,NoFence,None,0,7,2006,WD,Normal,225000,53,53,2,0,12.323855681186558,Basement,Garage
69,70,71,20,RL,95.0,13651,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,GasA,Ex,Y,SBrkr,2223,0,0,2223,3,1,TA,8,Typ,2,Gd,Attchd,Fin,2,516,TA,TA,Y,300,0,0,0,0,0,NoPool,NoFence,None,0,2,2007,WD,Normal,244000,34,34,2,1,12.404923504275338,Basement,Garage
70,71,72,20,RL,69.0,7599,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,GasA,TA,Y,SBrkr,845,0,0,845,2,1,TA,4,Typ,0,NoFirePlace,Detchd,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,6,2007,WD,Normal,129500,25,1,1,1,11.771436160121729,Basement,Garage
71,72,73,60,RL,74.0,10141,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,885,833,0,1718,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,427,TA,TA,Y,0,94,0,0,291,0,NoPool,NoFence,None,0,12,2009,WD,Normal,185000,11,11,3,0,12.128111104060462,Basement,Garage
72,73,74,20,RL,85.0,10200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,GasA,Gd,Y,SBrkr,1086,0,0,1086,3,1,TA,6,Typ,0,NoFirePlace,Attchd,Unf,2,490,TA,TA,Y,0,0,0,0,0,0,NoPool,GdWo,None,0,5,2010,WD,Normal,144900,56,7,1,1,11.883799128308773,Basement,Garage
73,74,75,50,RM,60.0,5790,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,GasA,Gd,N,SBrkr,840,765,0,1605,3,2,TA,8,Typ,0,NoFirePlace,Detchd,Unf,1,379,TA,TA,Y,0,0,202,0,0,0,NoPool,NoFence,None,0,5,2010,WD,Normal,107400,95,60,2,0,11.584315461056901,Basement,Garage
74,75,76,180,RM,21.0,1596,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,TA,Y,SBrkr,526,462,0,988,2,1,TA,5,Typ,0,NoFirePlace,BuiltIn,Unf,1,297,TA,TA,Y,120,101,0,0,0,0,NoPool,GdWo,None,0,11,2009,WD,Normal,91000,36,36,1,1,11.418614785498987,Basement,Garage
75,76,77,20,RL,73.0,8475,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,Ex,Y,FuseA,952,0,0,952,2,1,TA,4,Typ,0,NoFirePlace,Detchd,Unf,1,283,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,4,2008,WD,Normal,135750,52,52,1,0,11.818570237796182,Basement,Garage
76,77,78,50,RM,50.0,8635,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,1072,213,0,1285,2,1,TA,6,Min1,0,NoFirePlace,Detchd,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,None,0,1,2008,WD,Normal,127000,60,7,1,1,11.751942365440728,Basement,Garage
77,78,79,90,RL,72.0,10778,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,GasA,TA,N,SBrkr,1768,0,0,1768,4,2,TA,8,Typ,0,NoFirePlace,None,None,0,0,None,None,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,4,2010,WD,Normal,136500,42,42,2,0,11.824079893607152,Basement,NoGarage
78,79,80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,GasA,Gd,Y,SBrkr,682,548,0,1230,2,1,TA,5,Typ,0,NoFirePlace,Detchd,Unf,2,440,TA,TA,Y,74,0,128,0,0,0,NoPool,MnPrv,None,0,5,2009,WD,Normal,110000,99,28,2,0,11.608235644774552,Basement,Garage
79,80,81,60,RL,100.0,13000,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,TA,Y,SBrkr,1182,960,0,2142,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,1,509,TA,TA,Y,0,72,0,0,252,0,NoPool,NoFence,None,0,6,2009,WD,Normal,193500,41,41,3,0,12.173032791451973,Basement,Garage
80,81,82,120,RM,32.0,4500,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,2,1,TA,5,Typ,0,NoFirePlace,Attchd,Fin,2,405,TA,TA,Y,0,199,0,0,0,0,NoPool,NoFence,None,0,3,2006,WD,Normal,153500,8,8,2,1,11.941455846009388,Basement,Garage
81,82,83,20,RL,78.0,10206,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,758,TA,TA,Y,144,99,0,0,0,0,NoPool,NoFence,None,0,10,2008,WD,Normal,245000,1,1,2,0,12.409013489526863,Basement,Garage
82,83,84,20,RL,80.0,8892,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,3,1,TA,6,Typ,0,NoFirePlace,Detchd,Unf,2,461,TA,TA,Y,74,0,0,0,0,0,NoPool,NoFence,None,0,7,2007,COD,Normal,126500,47,47,2,0,11.747997587149712,Basement,Garage
83,84,85,80,RL,65.0,8530,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,804,670,0,1474,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,400,TA,TA,Y,120,72,0,0,0,0,NoPool,NoFence,Shed,700,5,2009,WD,Normal,168500,14,13,3,0,12.034691028774553,Basement,Garage
84,85,86,60,RL,121.0,16059,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,4,1,Gd,9,Typ,1,TA,Attchd,Unf,2,462,TA,TA,Y,127,82,0,0,0,0,NoPool,NoFence,None,0,4,2006,WD,Normal,260000,15,14,3,0,12.468436909997665,Basement,Garage
85,86,87,60,RL,122.0,11911,Pave,NoAlley,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,Y,SBrkr,684,876,0,1560,3,1,Gd,6,Typ,1,Gd,BuiltIn,Fin,2,400,TA,TA,Y,100,38,0,0,0,0,NoPool,NoFence,None,0,3,2009,WD,Normal,174000,4,4,3,0,12.066810578196666,Basement,Garage
86,87,88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,612,612,0,1224,2,1,Gd,4,Typ,0,NoFirePlace,Detchd,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,NoPool,NoFence,None,0,6,2009,New,Partial,164500,0,0,3,0,12.010665849187564,Basement,Garage
87,88,89,50,C (all),105.0,8470,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,GasA,TA,N,SBrkr,1013,0,513,1526,2,1,Fa,6,Typ,0,NoFirePlace,None,None,0,0,None,None,N,0,0,156,0,0,0,NoPool,MnPrv,None,0,10,2009,ConLD,Abnorml,85000,94,27,1,0,11.350406535472453,Basement,NoGarage
88,89,90,20,RL,60.0,8070,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,GasA,Ex,Y,SBrkr,990,0,0,990,3,1,TA,5,Typ,0,NoFirePlace,None,None,0,0,None,None,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,8,2007,WD,Normal,123600,13,12,1,1,11.724805824005728,Basement,NoGarage
89,90,91,20,RL,60.0,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,NoBsmt,0,0,0,GasA,TA,Y,FuseA,1040,0,0,1040,2,1,TA,4,Typ,0,NoFirePlace,Detchd,Unf,2,420,TA,TA,Y,0,29,0,0,0,0,NoPool,NoFence,None,0,7,2006,WD,Normal,109900,56,56,1,0,11.607326140391713,NoBsmt,Garage
90,91,92,20,RL,85.0,8500,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,GasA,TA,Y,SBrkr,1235,0,0,1235,2,1,TA,6,Typ,0,NoFirePlace,Attchd,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,NoPool,GdWo,None,0,12,2006,WD,Abnorml,98600,45,45,1,0,11.498826540590727,Basement,Garage
91,92,93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,Ex,Y,SBrkr,964,0,0,964,2,1,TA,5,Typ,0,NoFirePlace,Detchd,Unf,2,432,TA,TA,Y,0,0,44,0,0,0,NoPool,NoFence,None,0,8,2009,WD,Normal,163500,88,3,1,1,12.004568269319446,Basement,Garage
